# Constructed from biom file
#OTU ID	SRR26159182	SRR26159183	SRR26159184	SRR26159185	SRR26159186	SRR26159187	SRR26159188	SRR26159189	SRR26159190	SRR26159191	SRR26159192	SRR26159193	SRR26159194	SRR26159195	SRR26159196	SRR26159197	SRR26159198	SRR26159199	SRR26159200	SRR26159201	SRR26159202	SRR26159203	SRR26159204	SRR26159205	SRR26159206	SRR26159207	SRR26159208	SRR26159209	SRR26159210	SRR26159211	SRR26159212	SRR26159213	SRR26159214	SRR26159215	SRR26159216	SRR26159217	SRR26159218	SRR26159219	SRR26159220	SRR26159221	SRR33459675	SRR33459676	SRR33459677	SRR33459678	SRR33459679	SRR33459680	SRR33459681	SRR33459682	SRR33459683	SRR33459684	SRR33459685	SRR33459686	SRR33459687	SRR33459688	SRR33459689	SRR33459690	SRR33459691	SRR33459692	SRR33459693	SRR33459694	SRR33459695	SRR33459696	SRR33459697	SRR33459698	SRR33459699	SRR33459700	SRR33459701	SRR33459702	SRR33459703	SRR33459704	SRR33459705	SRR33459706	SRR33459707	SRR33459708	SRR33459709	SRR33459710	SRR33459711	SRR33459712	SRR33459713	SRR33459714	SRR33459715	SRR33459716	SRR33459717	SRR33459718	SRR33459719	SRR33459720	SRR33459721	SRR33459722	SRR33459723	SRR33459724	SRR33459725	SRR33459726	SRR33459727	SRR33459728	SRR33459729	SRR33459730	SRR33459731	SRR33459732	SRR33459733	SRR33459734	SRR33459735	SRR33459736	SRR33459737	SRR33459738	SRR33459739	SRR33459740	SRR33459741	SRR33459742	SRR33459743	SRR33459744	SRR33459745	SRR33459746	SRR33459747	SRR33459748	SRR33459749	SRR33459750	SRR33459751	SRR33459752	SRR33459753	SRR33459754	SRR33459755	SRR33459756	SRR33459757	SRR33459758	SRR33459759	SRR33459760	SRR33459761	SRR33459762	SRR33459763	SRR33459764	SRR33459765	SRR33459766	SRR33459767	SRR33459768	SRR33459769	SRR33459770	SRR33459771	SRR33459772	SRR33459773	SRR33459774	SRR33459775	SRR33459776	SRR33459777	SRR33459778	SRR33459779	SRR33459780	SRR33459781	SRR33459782	SRR33459783	SRR33459784	SRR33459785	SRR33459786	SRR33459787	SRR33459788	SRR33459789	SRR33459790	SRR33459791	SRR33459792	SRR33459793	SRR33459794	SRR33459795	SRR33459796	SRR33459797	SRR7182107	SRR7182108	SRR7182109	SRR7182110	SRR7182111	SRR7182112	SRR7182113	SRR7182115	SRR7182116	SRR7182155	SRR7182156	SRR7182157	SRR7182160	SRR7182161	SRR7182162	SRR7182164	SRR7182165	SRR7182167	SRR7182169	SRR7182171	SRR7182176	SRR7182177	SRR7182178	SRR7182179	SRR7182180	SRR7182181	SRR7182186	SRR7182187	SRR7182189	SRR7182192	SRR7182193	SRR7182194
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostignum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	12.0	0.0	0.0	223.0	266.0	70.0	15.0	25.0	0.0	143.0	0.0	31.0	18.0	11.0	0.0	56.0	15.0	47.0	46.0	0.0	440.0	0.0	130.0	228.0	65.0	1256.0	0.0	74.0	0.0	5.0	16.0	11.0	9.0	267.0	446.0	0.0	1908.0	30.0	218.0	0.0	240.0	104.0	14.0	81.0	13.0	583.0	76.0	10.0	1948.0	30.0	0.0	275.0	23.0	26.0	107.0	101.0	67.0	110.0	149.0	0.0	952.0	20.0	0.0	527.0	32.0	49.0	15.0	593.0	75.0	451.0	145.0	41.0	242.0	353.0	60.0	47.0	43.0	15.0	26.0	240.0	330.0	203.0	35.0	179.0	5.0	259.0	55.0	0.0	169.0	43.0	0.0	0.0	115.0	41.0	118.0	0.0	0.0	122.0	30.0	0.0	175.0	53.0	6.0	19.0	0.0	0.0	65.0	61.0	156.0	0.0	90.0	67.0	18.0	46.0	30.0	18.0	396.0	59.0	9.0	190.0	0.0	30.0	216.0	34.0	19.0	120.0	28.0	96.0	18.0	362.0	10.0	29.0	5.0	74.0	0.0	52.0	9.0	11.0	126.0	6.0	84.0	0.0	134.0	628.0	320.0	7.0	0.0	0.0	193.0	13.0	25.0	0.0	32.0	72.0	177.0	768.0	1807.0	86.0	56.0	569.0	25.0	219.0	16.0	0.0	42.0	0.0	183.0	58.0	83.0	427.0	0.0	0.0	5.0	680.0	0.0	22.0	21.0	35.0	0.0	0.0	0.0	0.0	81.0	0.0	34.0	0.0	20.0	0.0	58.0	265.0	209.0	9.0	0.0	29.0	225.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	265.0	854.0	2767.0	2025.0	231.0	109.0	932.0	792.0	2128.0	1064.0	2308.0	704.0	330.0	486.0	1197.0	354.0	1139.0	834.0	219.0	1084.0	251.0	276.0	1864.0	239.0	264.0	639.0	3004.0	301.0	509.0	94.0	178.0	379.0	160.0	3160.0	1344.0	2886.0	427.0	416.0	910.0	11.0	2514.0	112.0	1158.0	611.0	318.0	4108.0	1259.0	733.0	364.0	263.0	1253.0	651.0	123.0	244.0	1144.0	561.0	866.0	1559.0	4306.0	150.0	2288.0	55.0	11.0	841.0	555.0	290.0	212.0	771.0	16.0	496.0	413.0	165.0	929.0	2788.0	134.0	323.0	1235.0	100.0	453.0	781.0	536.0	669.0	231.0	1639.0	9.0	1451.0	1231.0	198.0	512.0	213.0	1148.0	0.0	1308.0	160.0	122.0	95.0	316.0	137.0	212.0	0.0	363.0	685.0	1345.0	159.0	168.0	181.0	751.0	381.0	2315.0	475.0	373.0	358.0	287.0	399.0	395.0	150.0	251.0	258.0	98.0	332.0	8.0	482.0	841.0	264.0	162.0	1045.0	252.0	985.0	125.0	429.0	297.0	430.0	64.0	32.0	525.0	287.0	141.0	138.0	185.0	342.0	1035.0	11.0	786.0	1269.0	395.0	80.0	9.0	14.0	723.0	59.0	364.0	0.0	288.0	261.0	545.0	4382.0	1307.0	150.0	267.0	863.0	498.0	1449.0	131.0	115.0	439.0	282.0	1242.0	192.0	32.0	943.0	0.0	24.0	51.0	39.0	0.0	169.0	313.0	636.0	0.0	0.0	105.0	0.0	581.0	28.0	68.0	0.0	381.0	19.0	116.0	2215.0	608.0	852.0	72.0	10.0	524.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56	53.0	0.0	0.0	0.0	0.0	26.0	51.0	6.0	0.0	148.0	0.0	39.0	13.0	36.0	0.0	29.0	73.0	0.0	63.0	0.0	0.0	0.0	0.0	41.0	0.0	192.0	0.0	0.0	0.0	0.0	15.0	16.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227.0	0.0	0.0	75.0	0.0	0.0	21.0	48.0	0.0	22.0	0.0	25.0	0.0	40.0	104.0	0.0	0.0	44.0	0.0	0.0	136.0	0.0	0.0	0.0	64.0	54.0	0.0	109.0	0.0	86.0	109.0	36.0	0.0	170.0	77.0	24.0	0.0	0.0	0.0	0.0	162.0	125.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	424.0	48.0	0.0	0.0	0.0	23.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	1545.0	0.0	35.0	0.0	19.0	51.0	0.0	0.0	54.0	0.0	0.0	0.0	30.0	40.0	0.0	18.0	0.0	32.0	0.0	65.0	0.0	14.0	0.0	119.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	833.0	183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	32.0	20.0	0.0	0.0	27.0	97.0	0.0	683.0	427.0	0.0	19.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	114.0	0.0	6.0	0.0	0.0	0.0	0.0	63.0	32.0	0.0	0.0	0.0	1216.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Cellulosilyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1418.0	105.0	126.0	1162.0	27.0	55.0	148.0	89.0	99.0	186.0	1179.0	738.0	0.0	0.0	128.0	74.0	232.0	186.0	0.0	17.0	1365.0	0.0	0.0	0.0	166.0	391.0	58.0	0.0	0.0	70.0	242.0	87.0	464.0	251.0	0.0	0.0	0.0	42.0	95.0	107.0	26.0	102.0	96.0	118.0	0.0	4.0	0.0	0.0	0.0	37.0	20.0	4.0	0.0	0.0	14.0	0.0	8.0	70.0	48.0	0.0	303.0	22.0	402.0	220.0	0.0	331.0	362.0	0.0	146.0	8.0	435.0	176.0	556.0	129.0	69.0	330.0	0.0	16.0	56.0	243.0	9.0	72.0	47.0	419.0	55.0	0.0	316.0	137.0	196.0	78.0	9.0	225.0	42.0	0.0	0.0	802.0	1515.0	10.0	0.0	0.0	347.0	0.0	0.0	246.0	311.0	0.0	0.0	0.0	1130.0	261.0	33.0	0.0	0.0	0.0	425.0	46.0	6.0	0.0	38.0	67.0	204.0	478.0	131.0	1305.0	4559.0	0.0	1733.0	390.0	2503.0	703.0	0.0	0.0	0.0	250.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	258.0	0.0	0.0	9.0	0.0	0.0	56.0	165.0	1400.0	654.0	0.0	81.0	1056.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea	307.0	51.0	6.0	274.0	30.0	91.0	344.0	88.0	83.0	205.0	106.0	113.0	43.0	124.0	99.0	74.0	34.0	0.0	45.0	0.0	0.0	0.0	102.0	52.0	0.0	374.0	0.0	321.0	141.0	81.0	79.0	32.0	55.0	144.0	0.0	0.0	0.0	12.0	190.0	0.0	290.0	39.0	576.0	220.0	89.0	476.0	522.0	93.0	0.0	275.0	344.0	67.0	44.0	79.0	308.0	371.0	98.0	428.0	35.0	19.0	366.0	10.0	0.0	0.0	125.0	81.0	107.0	73.0	0.0	344.0	119.0	31.0	494.0	533.0	44.0	89.0	0.0	87.0	137.0	177.0	51.0	126.0	97.0	743.0	0.0	0.0	0.0	0.0	16.0	21.0	93.0	0.0	152.0	46.0	0.0	0.0	146.0	74.0	68.0	0.0	46.0	175.0	1357.0	116.0	48.0	97.0	150.0	115.0	396.0	0.0	238.0	41.0	105.0	105.0	91.0	66.0	78.0	298.0	65.0	186.0	62.0	161.0	128.0	68.0	55.0	366.0	33.0	72.0	32.0	247.0	12.0	157.0	18.0	0.0	0.0	190.0	130.0	114.0	0.0	36.0	170.0	0.0	158.0	413.0	321.0	0.0	0.0	10.0	92.0	49.0	122.0	0.0	0.0	28.0	115.0	4845.0	0.0	170.0	295.0	229.0	176.0	95.0	89.0	6.0	93.0	509.0	0.0	333.0	333.0	90.0	0.0	0.0	0.0	991.0	0.0	34.0	75.0	155.0	0.0	0.0	355.0	0.0	16.0	0.0	27.0	0.0	265.0	48.0	163.0	6147.0	114.0	2146.0	0.0	34.0	119.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	11.0	0.0	0.0	0.0	13.0	8.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	261.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	412.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	25.0	0.0	0.0	16.0	0.0	10.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Epulopiscium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__FD2005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Frisingicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	266.0	0.0	1258.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	680.0	0.0	0.0	296.0	0.0	15.0	0.0	0.0	325.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter	88.0	15.0	562.0	1061.0	181.0	36.0	132.0	103.0	287.0	423.0	11.0	165.0	139.0	149.0	156.0	194.0	94.0	31.0	107.0	0.0	57.0	61.0	10.0	12.0	91.0	49.0	1000.0	123.0	0.0	0.0	56.0	63.0	50.0	655.0	926.0	108.0	269.0	99.0	152.0	0.0	681.0	55.0	0.0	228.0	45.0	332.0	665.0	111.0	160.0	0.0	0.0	355.0	14.0	75.0	402.0	306.0	84.0	83.0	0.0	14.0	350.0	16.0	0.0	0.0	125.0	81.0	19.0	728.0	23.0	318.0	306.0	36.0	387.0	829.0	70.0	451.0	8.0	13.0	187.0	143.0	136.0	65.0	126.0	317.0	0.0	0.0	89.0	45.0	81.0	47.0	0.0	0.0	427.0	35.0	0.0	0.0	35.0	72.0	34.0	0.0	501.0	0.0	479.0	13.0	0.0	28.0	88.0	268.0	371.0	0.0	82.0	206.0	20.0	102.0	335.0	61.0	296.0	67.0	22.0	164.0	0.0	31.0	537.0	64.0	269.0	54.0	144.0	357.0	423.0	301.0	33.0	88.0	23.0	0.0	210.0	35.0	24.0	17.0	144.0	19.0	141.0	0.0	17.0	249.0	185.0	24.0	0.0	0.0	69.0	0.0	50.0	0.0	14.0	29.0	161.0	1907.0	0.0	32.0	64.0	208.0	33.0	248.0	46.0	147.0	538.0	0.0	391.0	32.0	117.0	250.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	7.0	5.0	425.0	9.0	0.0	0.0	14.0	0.0	84.0	557.0	316.0	55.0	0.0	0.0	224.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575	31.0	0.0	0.0	12.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	10.0	17.0	0.0	118.0	0.0	10.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	18.0	0.0	0.0	0.0	0.0	6.0	0.0	13.0	0.0	0.0	0.0	0.0	6.0	18.0	32.0	0.0	10.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	13.0	0.0	8.0	0.0	0.0	6.0	34.0	9.0	9.0	26.0	0.0	0.0	0.0	31.0	38.0	0.0	24.0	0.0	9.0	26.0	0.0	0.0	0.0	27.0	23.0	0.0	0.0	0.0	0.0	0.0	62.0	19.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	21.0	33.0	210.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	36.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	13.0	0.0	0.0	0.0	31.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Howardella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	8.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	39.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	3.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0
