fit_time,score_time,test_accuracy,train_accuracy,test_roc_auc,train_roc_auc,test_f1,train_f1,test_precision,train_precision,test_recall,train_recall
0.370913028717041,0.04285907745361328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.34022092819213867,0.02756047248840332,0.9444444444444444,1.0,0.84375,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,1.0
0.35222554206848145,0.03791975975036621,0.7777777777777778,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,1.0
0.3056294918060303,0.040459632873535156,0.9444444444444444,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.6666666666666666,1.0
0.3450798988342285,0.0380709171295166,0.8333333333333334,1.0,0.8666666666666667,1.0,0.4,1.0,0.5,1.0,0.3333333333333333,1.0
